Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,CustomerForYears,TotalSpent,FamilySize,Kids_Teens,TotalAcceptedCmp,SpendingEfficiency,CampaignSuccessRate,PCA1,PCA2,Cluster,Cluster_GMM
1968,2n Cycle,Married,48985.0,0,1,2013-07-05,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,57,12,75,2,1,0,0.0015310809431458609,0.0,-0.7760655028483698,-0.16447708227903315,4,0
1968,Graduation,Together,35322.0,1,2,2012-08-22,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,57,13,106,4,3,0,0.003000962572900742,0.0,-2.0054056751775122,2.0641323987062328,1,3
1948,Graduation,Married,77142.0,0,0,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,77,12,990,1,0,0,0.012833475927510305,0.0,1.0629593600977683,-0.9406702174199306,5,1
1969,Graduation,Single,81657.0,0,0,2014-01-22,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,56,11,1097,1,0,0,0.013434243236954578,0.0,1.0881196972195368,-1.0834763754182941,5,1
1996,Basic,Married,14421.0,0,0,2014-02-17,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,29,11,16,1,0,1,0.0011094931003397823,0.2,-0.3507353647050129,-1.254797873244075,5,1
1974,2n Cycle,Married,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,51,11,34,1,0,0,0.0016890213611525087,0.0,-0.43646137042188443,-1.0220747747715544,5,1
1990,PhD,Married,74214.0,0,0,2012-08-26,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,35,13,1711,1,0,0,0.023054949200959386,0.0,1.8870106825943775,-0.6303015644256195,3,1
1957,Master,Married,66726.0,1,1,2014-01-12,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,68,11,438,3,2,1,0.006564157899469472,0.2,-0.717116171268116,0.6733981883735691,1,3
1979,Basic,Together,23724.0,1,0,2013-01-08,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,46,12,75,2,1,0,0.003161355589276682,0.0,-0.8929212568968303,0.06126185587934851,4,0
1960,Master,Married,47353.0,0,1,2013-11-13,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,65,12,225,2,1,0,0.004751546892488332,0.0,-0.5446736635547655,-0.004673724495261898,4,0
1952,Master,Married,33444.0,1,1,2012-11-03,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,73,13,18,3,2,0,0.0005382131324004305,0.0,-1.5376318818074801,1.021140394253819,1,3
1981,Graduation,Married,54386.0,0,1,2013-05-17,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,44,12,470,2,1,0,0.008641929908432317,0.0,-0.20406228473816862,0.02235068006926004,4,0
1981,Graduation,Divorced,28510.0,1,1,2013-04-13,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,44,12,91,3,2,0,0.0031918625043844263,0.0,-1.4879759202862521,1.0237332538529833,1,3
1991,Master,Single,90638.0,0,0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,34,11,2525,1,0,1,0.027858072773009113,0.2,2.6383659328906077,-0.9658257758149575,3,1
1950,Graduation,Together,48070.0,0,1,2013-01-13,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,75,12,504,2,1,0,0.010484709798210942,0.0,-0.10444128666441091,0.2391415808758012,4,0
1957,Graduation,Married,43140.0,0,1,2013-01-05,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,68,12,235,2,1,0,0.005447380621233194,0.0,-0.531371935936173,0.06520983700486023,4,0
1961,PhD,Divorced,54959.0,0,1,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,64,12,1232,2,1,1,0.022416710638839862,0.2,1.063809003033071,0.40422299516287835,2,0
1958,Basic,Single,15056.0,1,1,2013-05-03,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,67,12,88,3,2,0,0.005844845908607864,0.0,-1.418451410947416,1.3121662021347273,1,3
1971,Graduation,Single,26954.0,1,0,2014-05-08,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,54,11,17,2,1,0,0.0006307041626474734,0.0,-1.0842204561637394,-0.10458294637138613,0,0
1985,Graduation,Single,22327.0,1,0,2013-08-02,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,40,12,24,2,1,0,0.0010749316970484167,0.0,-1.0477487301693946,-0.034531777575278554,4,0
1965,Graduation,Married,44393.0,1,1,2013-08-22,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,60,12,60,3,2,0,0.0013515644358344785,0.0,-1.4626679789989394,0.8759337573142737,1,3
1952,PhD,Single,62000.0,0,1,2013-08-25,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,73,12,1020,2,1,1,0.016451612903225808,0.2,0.7132489767406825,0.13854576269731392,2,0
1962,PhD,Together,31497.0,0,1,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,63,13,155,2,1,0,0.004921103597167984,0.0,-0.6262589303081838,0.18191938029418475,2,0
1974,2n Cycle,Married,45894.0,0,2,2014-02-27,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,51,11,51,3,2,0,0.0011112563733821415,0.0,-1.536274105850616,0.7704557885193942,1,3
1970,Master,Divorced,78579.0,0,0,2012-12-22,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,55,13,1812,1,0,0,0.023059596075287292,0.0,1.9758353566954923,-0.6193216477659009,3,1
1969,Master,Widow,67369.0,0,1,2012-11-17,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,56,13,1461,2,1,2,0.02168653238136235,0.4,1.4399746684918193,0.09254304449325634,2,1
1960,Graduation,Divorced,58401.0,0,1,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,65,11,96,2,1,0,0.0016438074690501875,0.0,-0.739256471346334,-0.2656715400045096,0,0
1952,Graduation,Single,62307.0,0,1,2014-02-17,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,73,11,160,2,1,0,0.002567929767120869,0.0,-0.6254433878718086,-0.23808341148517753,0,0
1969,Master,Married,43641.0,1,1,2013-04-22,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,56,12,139,3,2,0,0.0031850782521023807,0.0,-1.3404043289282623,0.9414681395789274,1,3
1968,Master,Divorced,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,57,12,908,2,1,0,0.014222834855343744,0.0,0.3524035831557252,0.1785905975963965,4,0
1965,2n Cycle,Married,46891.0,0,1,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,60,12,183,2,1,0,0.0039026678893604315,0.0,-0.6165018340005823,-0.04846235425821326,4,0
1969,Master,Married,70091.0,1,0,2013-03-31,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,56,12,1161,2,1,1,0.016564180850608495,0.2,0.8132427532261253,0.011914353607213476,2,1
1972,PhD,Married,78075.0,0,0,2014-04-05,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,53,11,988,1,0,0,0.01265449887928274,0.0,0.9753873942861413,-1.084573633461151,5,1
1961,2n Cycle,Widow,59184.0,0,1,2012-09-09,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,64,13,1072,2,1,0,0.018113003514463367,0.0,0.6616115050283595,0.4444714752218,2,0
1977,Graduation,Married,54809.0,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,48,12,174,3,2,0,0.0031746610958054335,0.0,-1.2491825477287608,0.8308743427303816,1,3
1959,Graduation,Married,58113.0,0,1,2013-01-25,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,66,12,758,2,1,0,0.013043553077624628,0.0,0.19823126042225442,0.21664012581451886,4,0
1958,Master,Married,51412.0,0,1,2013-12-31,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,67,12,195,2,1,0,0.0037928888197308022,0.0,-0.5759270496134513,-0.06757985231161265,4,0
1979,Graduation,Divorced,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,46,13,31,2,1,1,0.0020278668149407994,0.2,-0.787573855041853,-0.04979909195230999,2,0
1957,Master,Together,66636.0,0,0,2013-08-17,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,68,12,1084,1,0,0,0.016267483042199413,0.0,1.2004833835934863,-0.747700916999226,5,1
1956,Master,Married,50965.0,0,1,2013-02-20,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,69,12,685,2,1,1,0.013440596487785735,0.2,0.33636196473955626,0.12229648838888255,2,0
1965,PhD,Married,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,60,12,1672,1,0,1,0.019759389255241202,0.2,1.9248530044773289,-1.0217390960856456,3,1
1990,Graduation,Married,18351.0,0,0,2013-10-29,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,35,12,43,1,0,0,0.002343196556045992,0.0,-0.3666881860197982,-0.9691241721084196,5,1
1957,PhD,Together,40451.0,0,2,2014-02-16,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,68,11,49,3,2,1,0.0012113421176237918,0.2,-1.3639199344804138,0.6796149805481535,1,3
1965,Graduation,Together,36317.0,0,1,2013-05-22,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,60,12,133,2,1,0,0.0036621967673541316,0.0,-0.7307025138529404,0.025104632600565842,4,0
1957,Graduation,Together,42213.0,0,1,2013-10-12,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,68,12,363,2,1,1,0.008599246677563784,0.2,-0.12094800885958917,0.011493076105341088,2,0
1955,Graduation,Together,65748.0,0,1,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,70,12,545,2,1,0,0.008289225527772708,0.0,-0.08303664250131362,-0.011847489226266945,4,0
1972,Graduation,Together,77044.0,0,1,2013-10-27,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,53,12,1065,2,1,1,0.013823269819843206,0.2,0.6747544620998295,-0.1583157748934502,2,1
1969,Graduation,Together,74918.0,0,0,2013-03-12,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,56,12,2047,1,0,1,0.027323206705998557,0.2,2.4061158111774246,-0.6749055585342191,3,1
1972,Graduation,Married,56721.0,1,1,2012-10-31,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,53,13,296,3,2,0,0.005218525766470972,0.0,-1.0107897489412438,0.9647813151865721,1,3
1975,Graduation,Single,42160.0,1,1,2013-06-28,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,50,12,140,3,2,0,0.003320683111954459,0.0,-1.3500857636909085,0.9406044031472431,1,3
1965,Graduation,Single,61559.0,0,1,2013-07-17,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,60,12,530,2,1,0,0.008609626537143228,0.0,-0.1128658882202567,0.006271072216664703,4,0
1963,PhD,Together,33629.0,1,1,2012-08-08,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,62,13,152,3,2,0,0.0045199084123821705,0.0,-1.272578004362621,1.1496716518586978,1,3
1991,PhD,Together,68682.0,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,34,12,1598,1,0,0,0.023266649194839988,0.0,1.757527471835437,-0.6232824916121918,5,1
1963,Graduation,Single,34377.0,0,1,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,62,12,114,2,1,0,0.0033161706955231697,0.0,-0.7703375692593526,0.032136971306316875,4,0
1986,Basic,Single,8940.0,1,0,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,39,13,101,2,1,0,0.011297539149888142,0.0,-0.47840707533400273,0.5784254795137921,2,3
1973,Graduation,Married,26228.0,1,0,2013-09-22,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,52,12,25,2,1,0,0.0009531798078389508,0.0,-1.0113126892428888,-0.03316873672743852,4,0
1957,2n Cycle,Divorced,77297.0,0,0,2013-01-26,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,68,12,789,1,0,1,0.010207381916503874,0.2,1.0292085503953254,-1.242106345452243,3,1
1981,Graduation,Married,40211.0,1,1,2013-07-30,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,44,12,87,3,2,1,0.002163587078162692,0.2,-1.2632746750160497,0.7068781736462602,1,3
1958,PhD,Widow,33438.0,1,1,2013-09-22,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,67,12,90,3,2,0,0.002691548537591961,0.0,-1.4547229029795987,1.032898683889785,1,3
1959,PhD,Married,75032.0,0,1,2013-04-28,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,66,12,1215,2,1,0,0.016193090947862244,0.0,0.6661339338638205,0.1648727847119175,4,0
1955,PhD,Single,61284.0,0,0,2013-10-12,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,70,12,811,1,0,1,0.013233470400104431,0.2,1.0868881368177292,-0.9839163376055189,3,1
1986,Graduation,Married,22518.0,1,0,2012-10-22,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,39,13,61,2,1,1,0.002708943955946354,0.2,-0.6881462817164185,-0.09613263961795346,2,0
1975,Master,Married,54730.0,0,1,2013-08-15,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,50,12,405,2,1,0,0.007399963456970583,0.0,-0.2886391548898171,-0.009252391929607869,4,0
1955,Master,Married,38452.0,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,70,11,72,3,2,0,0.0018724643711640486,0.0,-1.5247227115638706,0.9120750970952082,1,3
1971,Graduation,Divorced,44421.0,1,1,2013-02-15,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,54,12,189,3,2,0,0.004254744377659215,0.0,-1.2577907964793122,0.9712265845304626,1,3
1986,PhD,Together,38197.0,1,0,2013-06-29,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,39,12,40,2,1,0,0.0010472026598947561,0.0,-0.9194695752122137,-0.1561667224517209,4,0
1978,Graduation,Divorced,41986.0,0,1,2014-02-09,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,47,11,63,2,1,0,0.0015005001667222407,0.0,-0.9068259032680859,-0.20122806608023514,0,0
1983,Graduation,Together,28427.0,1,0,2013-03-21,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,42,12,52,2,1,0,0.001829246842790305,0.0,-0.9444930031930242,-0.04243361175415802,4,0
1976,PhD,Together,37395.0,1,0,2014-05-02,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,49,11,39,2,1,0,0.0010429201764941838,0.0,-0.9755542493667431,-0.17936614334990583,0,0
1971,Graduation,Married,64722.0,1,0,2014-05-26,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,54,11,805,2,1,0,0.012437810945273632,0.0,0.15944467474552304,0.03923781731142159,0,0
1956,Master,Together,55249.0,0,1,2014-04-17,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,69,11,130,2,1,0,0.0023529837644120258,0.0,-0.7077903818293552,-0.2038465327747217,0,0
1972,Graduation,Together,84906.0,0,0,2013-10-04,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,53,12,1631,1,0,3,0.019209478717640685,0.6,2.260367406260061,-1.4337361979186827,3,1
1989,Graduation,Married,28691.0,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,36,12,34,2,1,0,0.0011850406050677913,0.0,-0.9917860883170397,-0.08889526395609101,4,0
1952,Graduation,Single,44213.0,1,1,2013-11-29,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,73,12,152,3,2,0,0.0034379028792436614,0.0,-1.2995439909600446,0.9970138159279163,1,3
1984,Basic,Single,25707.0,1,0,2014-01-18,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,41,11,21,2,1,0,0.0008168981211343214,0.0,-1.0952876410641685,-0.12592665119423405,0,0
1967,PhD,Married,59062.0,2,1,2013-10-03,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,58,12,71,4,3,0,0.0012021265788493447,0.0,-1.9915815564599209,1.7594246827580067,1,3
1962,Graduation,Single,76624.0,0,1,2014-05-24,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,63,11,899,2,1,1,0.011732616412612236,0.2,0.4461890447488085,-0.25371438678986497,2,1
1947,Master,Together,66000.0,0,0,2014-04-20,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,78,11,711,1,0,0,0.010772727272727272,0.0,0.7045262207089092,-0.9650723979903324,5,1
1978,PhD,Together,27683.0,1,0,2012-08-04,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,47,13,351,2,1,0,0.01267926164071813,0.0,-0.15891587441901683,0.489279531554857,2,3
1971,Graduation,Divorced,1730.0,0,0,2014-05-18,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,54,11,8,1,0,0,0.004624277456647399,0.0,-0.4178494871648313,-0.7399772907173181,5,1
1992,Basic,Single,7500.0,1,0,2012-12-03,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,33,13,119,2,1,0,0.015866666666666668,0.0,-0.22565454699829227,0.7797461946957419,2,3
1968,Graduation,Together,40521.0,1,1,2013-04-05,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,57,12,21,3,2,0,0.0005182497964018657,0.0,-1.5575390589668594,0.8629283583439069,1,3
1973,PhD,Together,20427.0,1,0,2014-03-24,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,52,11,10,2,1,0,0.0004895481470602634,0.0,-1.1484099863460444,-0.0686602781831554,0,0
1975,Graduation,Married,65106.0,0,1,2014-05-24,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,50,11,973,2,1,1,0.014944859152766258,0.2,0.5521401335472701,-0.07219382518122078,2,1
1965,PhD,Married,69969.0,0,0,2013-08-27,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,60,12,1536,1,0,2,0.021952578999271107,0.4,2.08352457608021,-0.9771438407526476,3,1
1952,Graduation,Married,67433.0,0,2,2013-07-16,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,73,12,992,3,2,1,0.01471089822490472,0.2,0.008284717364279659,1.0274678273844493,1,3
1967,PhD,Married,77766.0,0,1,2013-02-22,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,58,12,1529,2,1,1,0.019661548748810535,0.2,1.1774519772772887,0.04513147186806389,2,1
1972,Graduation,Married,74716.0,0,1,2013-09-12,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,53,12,860,2,1,0,0.011510252154826275,0.0,0.2615149355820774,-0.02954187483943236,4,0
1963,Graduation,Divorced,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,62,12,928,2,1,0,0.013623418186088846,0.0,0.3633356477827906,0.13135339457213427,4,0
1970,PhD,Married,55158.0,1,1,2012-07-30,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,55,13,418,3,2,0,0.007578229812538526,0.0,-0.8440832103050053,1.0711527392560036,1,3
1955,2n Cycle,Married,62972.0,0,1,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,70,13,587,2,1,0,0.00932160325223909,0.0,0.02805423167684251,0.10755983737690933,2,0
1975,Graduation,Married,74190.0,0,1,2014-05-12,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,50,11,641,2,1,0,0.008639978433751179,0.0,-0.043892913352780394,-0.18986996029386588,0,0
1976,Graduation,Married,39356.0,1,1,2014-03-19,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,49,11,23,3,2,1,0.0005844089846529119,0.2,-1.4369245245119637,0.6067739623166372,1,3
1969,Graduation,Together,76653.0,0,0,2013-08-16,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,56,12,2279,1,0,2,0.029731386899403807,0.4,2.829137079621857,-0.7994301505461737,3,1
1973,PhD,Divorced,35860.0,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,52,11,49,3,2,1,0.0013664249860568878,0.2,-1.4076479212345634,0.6728284322429094,1,3
1983,PhD,Divorced,90687.0,0,0,2013-05-22,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,42,12,1779,1,0,1,0.019616924145687914,0.2,1.9817743461726938,-1.1429064564969644,3,1
1982,Master,Together,73450.0,0,0,2013-12-05,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,43,12,1804,1,0,2,0.024560925799863853,0.4,2.3335983828739777,-0.975787273040976,3,1
1960,Graduation,Married,31454.0,1,1,2013-07-06,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,65,12,48,3,2,0,0.0015260380237807592,0.0,-1.5538428153048713,0.9943003363627029,1,3
1952,Graduation,Single,47139.0,1,1,2014-03-06,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,73,11,83,3,2,0,0.0017607501219796772,0.0,-1.4557153053011036,0.8511128477176025,1,3
1975,Graduation,Divorced,83829.0,0,0,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,50,12,1862,1,0,3,0.02221188371565926,0.6,2.4991944355410034,-1.3338073847983503,3,1
1963,PhD,Married,53378.0,1,1,2012-09-24,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,62,13,793,3,2,0,0.014856307842182172,0.0,-0.30542032652938295,1.3799084032923474,1,3
1970,Graduation,Together,19656.0,1,0,2013-02-08,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,55,12,84,2,1,0,0.004273504273504274,0.0,-0.8485844284935559,0.16722570047391364,4,0
1948,PhD,Married,45579.0,0,1,2013-08-20,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,77,12,183,2,1,0,0.00401500691107747,0.0,-0.6029962685390899,0.016343663056928047,4,0
1958,2n Cycle,Single,85485.0,0,0,2014-06-21,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,67,11,1383,1,0,0,0.016178276890682575,0.0,1.383410716670523,-0.9987656154889042,5,1
1944,Graduation,Married,55956.0,0,0,2014-04-07,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,81,11,999,1,0,1,0.01785331331760669,0.2,1.3262849765610936,-0.7884488787334786,3,1
1963,Master,Single,64191.0,0,1,2013-01-22,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,62,12,825,2,1,0,0.012852269009674254,0.0,0.2534324204024251,0.14100529671210052,4,0
1972,Graduation,Single,38808.0,1,0,2012-08-26,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,53,13,246,2,1,1,0.0063388991960420535,0.2,-0.2734723169172539,-0.03505195658657443,2,0
1966,Master,Married,57183.0,1,1,2013-03-19,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,59,12,610,3,2,0,0.01066750607698092,0.0,-0.6408658026870075,1.1212820848744829,1,3
1968,Master,Divorced,23748.0,1,0,2012-11-21,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,57,13,76,2,1,0,0.0032002694963786426,0.0,-0.8195084093324675,0.15359960541493814,2,0
1971,Graduation,Married,66303.0,0,1,2013-02-26,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,54,12,1286,2,1,1,0.01939580411142784,0.2,0.9865448257854419,0.14394121032255572,2,0
1975,Master,Married,37368.0,1,0,2013-12-16,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,50,12,30,2,1,1,0.0008028259473346178,0.2,-0.7393226773926123,-0.31269529396087936,2,0
1964,Graduation,Married,40800.0,1,2,2013-01-01,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,61,12,99,4,3,0,0.0024264705882352943,0.0,-2.052907521029865,1.9524152587474628,1,3
1978,Graduation,Divorced,71847.0,0,0,2012-09-21,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,47,13,1192,1,0,1,0.016590811028992163,0.2,1.527123189716764,-0.976942493811364,3,1
1975,Graduation,Married,46149.0,0,1,2013-11-29,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,50,12,362,2,1,0,0.007844156969815164,0.0,-0.3451371387151563,0.08045028512602029,4,0
1983,Graduation,Together,78687.0,0,0,2012-08-09,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,42,13,2130,1,0,1,0.027069274467192803,0.2,2.493893620033797,-0.7104114646559777,3,1
1971,2n Cycle,Divorced,49118.0,0,0,2012-08-18,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,54,13,1229,1,0,2,0.025021377091901137,0.4,2.0472933573354353,-0.5929597597684709,3,1
1957,PhD,Married,37633.0,1,1,2012-09-20,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,68,13,38,3,2,0,0.0010097520792921107,0.0,-1.4756750596123025,0.9946464808466186,1,3
1951,Master,Together,39767.0,0,0,2013-07-21,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,74,12,485,1,0,0,0.012196041944325697,0.0,0.559473910633682,-0.6255954987554508,5,1
1951,Basic,Married,26997.0,0,0,2012-11-05,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,74,13,434,1,0,0,0.016075860280771938,0.0,0.7252923774129965,-0.2867602799974713,3,1
1970,Graduation,Divorced,33986.0,1,0,2013-03-14,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,55,12,44,2,1,0,0.0012946507385393985,0.0,-0.9207844270465763,-0.06774650977109328,4,0
1972,PhD,Married,57091.0,0,1,2012-11-23,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,53,13,496,2,1,1,0.008687884254961378,0.2,0.09014738533318328,-0.09966950703386146,2,0
